Proclass,Supplier,Directorate,Cost Centre,Account Code,Transaction Date,Amount
Grants,Stamp Theatre & Media Productions CIC,Place,Culture and Leisure - Grants and Contract payments,Core Funding (Grants) to external bodies,21/01/2021,9131.2
Grants,The Godiva Awakes Trust,Place,Culture and Leisure - Grants and Contract payments,Core Funding (Grants) to external bodies,30/11/2020,7200
Grants,The Open Theatre Company,Place,Culture and Leisure - Grants and Contract payments,Core Funding (Grants) to external bodies,21/12/2020,7920
Grants,Trident Sphere,People,LD ASC Commissioning,Core Funding (Grants) to external bodies,13/01/2021,35113.75
Grants,Wriggle Dance Theatre,Place,Culture and Leisure - Grants and Contract payments,Core Funding (Grants) to external bodies,11/01/2021,6960
Recruitment & Assessment,Capita Resourcing Ltd,People,HR & OD Technologies and Recruitment,DBS Checks,28/12/2020,666.95
Recruitment & Assessment,Disclosure And Barring Service,People,HR & OD Technologies and Recruitment,DBS Checks,31/12/2020,9584
Highways Design,Balfour Beatty Living Places Ltd,Place,Traffic Management,Design Fees,13/01/2021,1891.2
Highways Design,British Telecom Plc - CSDP,Place,Air Quality Early Measures,Design Fees,13/01/2021,77698.2
Architect,IDP (Central) Ltd,People,"Education Capital, Planning & Development",Design Fees,23/12/2020,4611.72
Architect,IDP (Central) Ltd,Place,St Mary´s Management,Design Fees,17/12/2020,6273
Highways Design,JENOPTIK Traffic Solutions UK Ltd,Place,Traffic Management,Design Fees,18/12/2020,44687.7
Highways Design,JENOPTIK Traffic Solutions UK Ltd,Place,Traffic Management,Design Fees,18/12/2020,44799.71
Highways Design,JENOPTIK Traffic Solutions UK Ltd,Place,Traffic Management,Design Fees,18/12/2020,70002.59
Highways Design,JENOPTIK Traffic Solutions UK Ltd,Place,Traffic Management,Design Fees,18/12/2020,93407.53
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,21/12/2020,3801.73
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,17/12/2020,2649.47
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,16/12/2020,1017.86
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,07/12/2020,905
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,07/12/2020,905
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,07/12/2020,905
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,07/12/2020,905
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,20/10/2020,534
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,20/10/2020,3241.55
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,13/10/2020,1815.93
Highways Design,Nuneaton Signs,Place,Traffic Management,Design Fees,30/09/2020,560.33
Architect,Oliver Architecture Ltd,Place,St Mary´s Management,Design Fees,02/01/2021,1500
Charitable,Coventry University,People,Coventry Music,Donations,01/05/2020,1024
Charitable,Friends Of War Memorial Park,Place,War Memorial Park,Donations,21/01/2021,6000
Street Lighting,E.ON UK Plc,Place,ESU – Emergency Services Unit,Energy - Electricity,02/01/2021,625.51
Street Lighting,E.ON UK Plc,Place,CPR5665 Rental Income (Low Value),Energy - Electricity,30/12/2020,2470.81
Electricity,EDF Energy,People,Housing - B&B Accommodation,Energy - Electricity,31/12/2020,1484.36
Street Lighting,Opus Energy Ltd,Place,CPR0445 Parbrook Close Industrial Estate 1-9,Energy - Electricity,21/12/2020,813.82
Street Lighting,Total Gas & Power Ltd,Place,Lighting PFI - Unitary Charge,Energy - Electricity,15/12/2020,161555.25
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Urban Traffic Control,Energy - Electricity,09/01/2021,-972.25
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0114 Cannon Hill Road Canley Garden Cemetery,Energy - Electricity,09/01/2021,513.19
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0111 London Road Cemetery,Energy - Electricity,09/01/2021,536.74
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0007 Whitaker Road Wilfred Spencer Centre,Energy - Electricity,09/01/2021,554.24
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR6053 City Arcade 3,Energy - Electricity,09/01/2021,578.47
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,09/01/2021,589.14
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR1176 Riley Sq 17-23 Bell Gn Community Library,Energy - Electricity,09/01/2021,613.94
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0276 London Road 259 Whitley Depot,Energy - Electricity,09/01/2021,619.42
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0004 Everdon Road Maymorn Day Centre,Energy - Electricity,09/01/2021,633.97
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR2598 Cannon Park Sensory Support Unit,Energy - Electricity,09/01/2021,639.28
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0019 Moseley Ave 82 W Family Support Centre,Energy - Electricity,09/01/2021,642.18
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0009 Broadway Gilbert Richards Centre,Energy - Electricity,09/01/2021,656.18
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0304 Brinklow Road Coombe Country Park,Energy - Electricity,09/01/2021,660.04
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0020 Foleshill Road 454 Childrens Centre,Energy - Electricity,09/01/2021,687.09
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,09/01/2021,694.4
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Streetpride City Centre,Energy - Electricity,09/01/2021,744.47
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR5115 South Street 1,Energy - Electricity,09/01/2021,756.48
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Urban Traffic Control,Energy - Electricity,09/01/2021,762.14
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,09/01/2021,797.01
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR0883 New Union Street 24,Energy - Electricity,09/01/2021,798.18
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR0539 1 Bull Yard Job Shop,Energy - Electricity,09/01/2021,817.13
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0062 Moat House La 28 Maurice Edelman Complex,Energy - Electricity,09/01/2021,825.21
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0362 Kenilworth Road War Memorial Park,Energy - Electricity,09/01/2021,841.06
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Streetpride City Centre,Energy - Electricity,09/01/2021,846.34
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Lighting PFI - Unitary Charge,Energy - Electricity,09/01/2021,850.54
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR0005 Lythalls Lane 1-3 Post & Fast Print,Energy - Electricity,09/01/2021,851.43
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR7509 Widdrington Rd Bishopsgate Bus Prk 15-16,Energy - Electricity,09/01/2021,911.2
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,CPS3079 Little Heath Industrial Est C to G units,Energy - Electricity,09/01/2021,1153.32
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0362 Kenilworth Road War Memorial Park,Energy - Electricity,09/01/2021,1180.97
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,09/01/2021,1201.47
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,People,Secondary School: Woodlands,Energy - Electricity,09/01/2021,1324.63
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,09/01/2021,1374.47
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,09/01/2021,1382.98
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Lighting PFI - Unitary Charge,Energy - Electricity,09/01/2021,1507.73
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,09/01/2021,1752.75
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0056 Brookside Avenue Eric Williams House,Energy - Electricity,09/01/2021,1757.31
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,09/01/2021,1842.88
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,People,Outdoor Education Centre,Energy - Electricity,09/01/2021,1947.17
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0114 Cannon Hill Road Canley Garden Cemetery,Energy - Electricity,09/01/2021,2161.72
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,CPS0429 Courtaulds Way Enterprise House,Energy - Electricity,09/01/2021,2245.07
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0079 Manor House Drive Registrars Office,Energy - Electricity,09/01/2021,2662.66
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,People,Secondary School: Woodlands,Energy - Electricity,09/01/2021,2962.4
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0277 Jackson Road Communications Centre,Energy - Electricity,09/01/2021,3681.45
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR5119 Winston Ave 1 Moat House Leisure Centre,Energy - Electricity,09/01/2021,3715.56
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,09/01/2021,3850.48
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0372 Fairfax Street Sports & Leisure Centre,Energy - Electricity,09/01/2021,3961.26
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,CPR0462 Queen Victoria Road Retail Market,Energy - Electricity,09/01/2021,4101.06
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR1608 Smithford Way 17 Centre Library,Energy - Electricity,09/01/2021,4285.16
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0276 London Road 259 Whitley Depot,Energy - Electricity,09/01/2021,4341.13
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,CPS Brindle Avenue - 2 Binley Court,Energy - Electricity,09/01/2021,6487.35
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0077 Earl Street Council House,Energy - Electricity,09/01/2021,9468.64
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0700 Station Square Friargate,Energy - Electricity,09/01/2021,17324.42
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR2598 Cannon Park Sensory Support Unit,Energy - Electricity,15/12/2020,509.48
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0007 Whitaker Road Wilfred Spencer Centre,Energy - Electricity,15/12/2020,524.01
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Streetpride City Centre,Energy - Electricity,15/12/2020,558.58
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0009 Broadway Gilbert Richards Centre,Energy - Electricity,15/12/2020,563.75
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0004 Everdon Road Maymorn Day Centre,Energy - Electricity,15/12/2020,581.11
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,15/12/2020,581.53
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0304 Brinklow Road Coombe Country Park,Energy - Electricity,15/12/2020,606.62
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR1176 Riley Sq 17-23 Bell Gn Community Library,Energy - Electricity,15/12/2020,623.29
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0020 Foleshill Road 454 Childrens Centre,Energy - Electricity,15/12/2020,624.78
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,15/12/2020,651.04
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR5115 South Street 1,Energy - Electricity,15/12/2020,693.68
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Urban Traffic Control,Energy - Electricity,15/12/2020,721.08
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR0005 Lythalls Lane 1-3 Post & Fast Print,Energy - Electricity,15/12/2020,737.68
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0019 Moseley Ave 82 W Family Support Centre,Energy - Electricity,15/12/2020,749.5
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0362 Kenilworth Road War Memorial Park,Energy - Electricity,15/12/2020,757.27
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Streetpride City Centre,Energy - Electricity,15/12/2020,778.24
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0062 Moat House La 28 Maurice Edelman Complex,Energy - Electricity,15/12/2020,778.39
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR7509 Widdrington Rd Bishopsgate Bus Prk 15-16,Energy - Electricity,15/12/2020,790.77
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Lighting PFI - Unitary Charge,Energy - Electricity,15/12/2020,795.06
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR0539 1 Bull Yard Job Shop,Energy - Electricity,15/12/2020,807.88
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,15/12/2020,814.39
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,15/12/2020,878.14
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0362 Kenilworth Road War Memorial Park,Energy - Electricity,15/12/2020,1054.52
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,People,Secondary School: Woodlands,Energy - Electricity,15/12/2020,1118.12
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,15/12/2020,1126.19
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,CPS3079 Little Heath Industrial Est C to G units,Energy - Electricity,15/12/2020,1151.91
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,People,Secondary School: Woodlands,Energy - Electricity,15/12/2020,1225.54
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,IDR07XX Broadgate House,Energy - Electricity,15/12/2020,1246.99
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0056 Brookside Avenue Eric Williams House,Energy - Electricity,15/12/2020,1666.65
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,15/12/2020,1710.55
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,Car Parks,Energy - Electricity,15/12/2020,1718.56
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0114 Cannon Hill Road Canley Garden Cemetery,Energy - Electricity,15/12/2020,2025.36
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,OPR0079 Manor House Drive Registrars Office,Energy - Electricity,15/12/2020,2096.9
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,People,Outdoor Education Centre,Energy - Electricity,15/12/2020,2181.22
Electricity,Total Gas & Power Ltd - FEEDER SYSTEM,Place,CPS0429 Courtaulds Way Enterprise House,Energy - Electricity,15/12/2020,2188.02
