Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2,Description 3
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,593.6,07/12/2020,30845988,TPP - Accommodation Based Support,Asylum Seekers-Asylum & Immigration, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,420,07/12/2020,30845991,TPP - Accommodation Based Support,Asylum Seekers-Asylum & Immigration, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,420,07/12/2020,30845992,TPP - Accommodation Based Support,Asylum Seekers-Asylum & Immigration, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,508.2,07/12/2020,30845993,TPP - Accommodation Based Support,Asylum Seekers-Asylum & Immigration, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,420,07/12/2020,30846398,TPP - Accommodation Based Support,Asylum Seekers-Asylum & Immigration, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,548.8,07/12/2020,30846433,TPP - Accommodation Based Support,Asylum Seekers-Asylum & Immigration, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,548.8,16/12/2020,30851146,TPP - B&B payments to landlords,Families in Focus Team, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,422.8,16/12/2020,30851150,TPP - B&B payments to landlords,Families in Focus Team, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,630,30/12/2020,30851326,TPP - B&B payments to landlords,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,457.8,17/12/2020,30851689,Accommodation Costs,Families in Focus Team, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sheephouse Ltd T/A HL Training Services,585,14/12/2020,30843603,Training Expenses,Learning and Organisational Development, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Capstone Foster Care (South West),3394.05,24/12/2020,30847412,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Capstone Foster Care (South West),3394.05,30/12/2020,30847414,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pest Control Ltd,440,04/12/2020,30846543,R&M - Departmental response (external),Estate Management Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pest Control Ltd,660,16/12/2020,30848289,Pest Control,Estate Management Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Community Foster Care Ltd,11682.9,22/12/2020,30851269,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Community Foster Care Ltd,2634.94,24/12/2020,30851270,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Combined Office Interiors Ltd,1745,30/12/2020,30849963,Equipment - Purchase,Libraries - Buildings & Infrastructure, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,1950,02/12/2020,30841519,R&M - Building Practice response,Adult Learning Team, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,4630,07/12/2020,30842046,Contract Cleaning,Cleaning Services Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,3856.5,02/12/2020,30841783,Contract Cleaning,Cleaning Services Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,1080,02/12/2020,30841783,Contract Cleaning,Cleaning Services Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,2600,07/12/2020,30842217,R&M - Building Practice planned,Emergency Units/Windermere/Trinity Lodge, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,880,09/12/2020,30842853,R&M - Building Practice planned,Lord Mayors Mansion house Venue Hire, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,950,08/12/2020,30842650,R&M - Building Practice planned,Lord Mayors Mansion house Venue Hire, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,2200,02/12/2020,30841082,R&M - Departmental response (external),Estate Management Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,550,29/12/2020,30848036,R&M - Building Practice planned,Legible City, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apollo Cleaning Solutions,4317,22/12/2020,30846341,Contract Cleaning,Cleaning Services Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Alexander & Thomas Architects,6240,01/12/2020,92389772,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Pluto Enterprises Ltd t/a AFC Taxis Ltd,39472.1,17/12/2020,30851588,Transport Dept Charges,HTST - Non Salary Travel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ADT Fire And Security PLC,470.83,18/12/2020,30851653,R&M - Departmental response (external),Bottleyard, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Pluto Enterprises Ltd t/a AFC Taxis Ltd,586,04/12/2020,30847817,Transport Dept Charges,HTST - Non Salary Travel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ADT Fire And Security PLC,6500,21/12/2020,30847755,R&M - Departmental response (external),Bottleyard, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ACS Business Supplies Ltd,1120.56,01/12/2020,30837685,Stationery,Planned Programmes Overheads - Net Expenditure, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apetito Ltd,14310.43,10/12/2020,30849362,Catering,Community Meals Service, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apetito Ltd,14836.25,10/12/2020,30847816,Catering,Community Meals Service, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Apetito Ltd,5605.56,21/12/2020,30851379,Lease Cars - Lease Charges,Community Meals Service, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cleve House School,10767.12,09/12/2020,92396567,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cleve House School,598.41,11/12/2020,92397900,TPP - Grants,EY Block: 2 Year Old Funding, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Honeytree Day Nursery Limited,22050,09/12/2020,92396457,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Gracefield School,2479.68,09/12/2020,92396589,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,672,21/12/2020,30845440,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,518,21/12/2020,30845442,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,1078,14/12/2020,30843789,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,595,14/12/2020,30843809,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,595,07/12/2020,30842069,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,686,07/12/2020,30842059,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,672,07/12/2020,30842066,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,518,07/12/2020,30842103,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,672,14/12/2020,30843861,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,686,21/12/2020,30845432,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,595,21/12/2020,30845405,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,595,21/12/2020,30845366,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,595,14/12/2020,30843895,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,672,24/12/2020,30846963,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,686,24/12/2020,30847037,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashley Community & Housing Ltd,518,24/12/2020,30846966,TPP - B&B payments to landlords,Interim Supported Housing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,15078.1,07/12/2020,30842127,New Construction,Capital - Traffic Signal Maintenance,Traffic Signal Maintenance
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,27848.33,07/12/2020,30842128,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,547.13,29/12/2020,30848055,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,3127.41,29/12/2020,30848053,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,1054.55,29/12/2020,30848052,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,1657.06,29/12/2020,30848054,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,1255.18,22/12/2020,30845662,New Construction,Capital - Carriageway Reconstruction/Resurfacing, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,984.64,22/12/2020,30845664,New Construction,Capital - Carriageway Reconstruction/Resurfacing,Carriageway Reconstruction/Resurfacing - General
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,3280.3,14/12/2020,30843908,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,644.03,15/12/2020,30843997,New Construction,Capital - Cumberland Rd Stabilisation Scheme (Chocolate Path),Chocolate Path
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Dynniq UK Ltd,1786.01,15/12/2020,30844043,TPP - Other,Traffic: Traffic Signals, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bath & Wells Multi Academy Trust,700,15/12/2020,92399831,TPP - Payments to Local Authorities,ESFA Grant: Pupil Premium (LAC), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Rising Arts Agency CIC,1000,08/12/2020,30842646,Services - Professional Fees,Engagement - Programming, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Rising Arts Agency CIC,2500,15/12/2020,30844119,Services - Professional Fees,Cultural Management, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,24287.02,29/12/2020,92409441,TPP - Home Care,COVID-19 - Emergency Response (Adult Social Care), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,2340,04/12/2020,92394487,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,1046.64,04/12/2020,92394487,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,1016.12,04/12/2020,92394487,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,632,04/12/2020,92394487,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,780,04/12/2020,92394487,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,1659.73,04/12/2020,92394487,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,632,31/12/2020,92409916,TPP - Accommodation Based Support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,780,31/12/2020,92409916,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Care 1st Accommodation and Support Limited,2340,31/12/2020,92409916,TPP - Accommodation Based Support,MI South E - Mental Health Support 18-64, 
